quality,similarity,unique words,length ratio,negation,negation parity,unusual tokens,unusual ratio
Yes,0.735064,0.281250,0.086957,0,0,4,0.200000
Yes,0.891294,0.357143,0.307692,0,0,5,0.583333
No,0.771568,0.393939,0.043478,0,0,3,0.250000
No,0.737450,0.346154,0.200000,0,0,2,0.600000
No,0.808986,0.468750,0.450000,0,0,1,0.875000
No,0.703556,0.200000,0.235294,0,0,9,0.181818
Yes,0.683423,0.153846,0.333333,0,0,0,1.000000
No,0.828186,0.448276,0.350000,0,0,1,0.000000
No,0.795526,0.333333,0.571429,0,0,2,0.777778
Yes,0.772530,0.384615,0.095238,0,0,1,0.500000
No,0.694798,0.125000,0.071429,0,0,10,0.166667
Yes,0.946900,0.464286,0.047619,0,0,2,0.666667
Yes,0.877941,0.633333,0.120000,0,0,4,0.333333
Yes,0.962848,0.653846,0.041667,0,0,0,1.000000
Yes,0.808542,0.500000,0.071429,0,0,0,1.000000
Yes,0.856627,0.303030,0.045455,0,0,3,0.400000
No,0.786908,0.260870,0.384615,0,0,10,0.090909
No,0.778407,0.333333,0.277778,0,0,3,0.250000
No,0.749966,0.333333,0.000000,0,0,9,0.181818
Yes,0.843417,0.388889,0.272727,0,0,1,0.833333
Yes,0.941515,0.636364,0.050000,0,0,1,0.000000
Yes,0.762493,0.304348,0.062500,0,0,2,0.000000
Yes,0.847143,0.600000,0.000000,0,0,0,1.000000
Yes,0.854461,0.551724,0.041667,0,0,4,0.555556
Yes,0.778636,0.214286,0.300000,0,0,1,0.666667
Yes,0.861889,0.411765,0.166667,0,0,0,1.000000
Yes,0.967313,0.586207,0.000000,0,0,4,0.500000
Yes,0.756566,0.346154,0.375000,0,0,0,1.000000
Yes,0.944014,0.758621,0.115385,0,0,1,0.500000
Yes,0.690176,0.240000,0.058824,0,0,10,0.000000
Yes,0.809328,0.548387,0.040000,0,0,5,0.285714
Yes,0.865420,0.393939,0.333333,0,0,1,0.666667
No,0.745687,0.360000,0.200000,0,0,4,0.000000
No,0.773014,0.222222,0.062500,0,0,9,0.250000
Yes,0.896329,0.555556,0.148148,0,0,3,0.000000
No,0.739901,0.333333,0.368421,0,0,10,0.166667
No,0.721730,0.285714,0.200000,0,0,1,0.800000
Yes,0.927040,0.806452,0.000000,0,0,3,0.571429
Yes,0.885443,0.666667,0.080000,0,0,2,0.000000
No,0.657804,0.263158,0.285714,0,0,1,0.666667
Yes,0.764007,0.200000,0.000000,0,0,1,0.666667
No,0.694072,0.291667,0.277778,0,0,0,1.000000
Yes,0.754531,0.444444,0.047619,0,0,0,1.000000
Yes,0.899044,0.541667,0.111111,0,0,1,0.666667
No,0.702309,0.250000,0.066667,0,0,2,0.714286
Yes,0.983741,0.714286,0.076923,0,0,1,0.900000
Yes,0.789028,0.375000,0.500000,0,0,9,0.250000
No,0.872914,0.400000,0.153846,0,0,0,1.000000
Yes,0.881877,0.333333,0.150000,0,0,2,0.600000
Yes,0.700056,0.357143,0.111111,0,0,1,0.000000
Yes,0.780269,0.454545,0.105263,0,0,3,0.571429
Yes,0.894592,0.608696,0.050000,0,0,1,0.500000
Yes,0.962900,0.571429,0.190476,0,0,1,0.750000
No,0.777499,0.291667,0.125000,0,0,1,0.000000
No,0.697618,0.125000,0.200000,0,0,7,0.000000
Yes,0.899377,0.560000,0.352941,0,0,4,0.500000
Yes,0.853705,0.580645,0.041667,0,0,0,1.000000
Yes,0.840918,0.391304,0.133333,0,0,0,1.000000
Yes,0.839384,0.571429,0.083333,0,0,0,1.000000
Yes,0.892452,0.520000,0.090909,0,0,2,0.600000
Yes,0.817289,0.368421,0.363636,0,0,0,1.000000
Yes,0.939338,0.517241,0.208333,0,0,0,1.000000
No,0.811247,0.250000,0.117647,0,0,0,1.000000
Yes,0.906907,0.423077,0.375000,0,0,3,0.500000
Yes,0.839194,0.478261,0.187500,0,0,3,0.571429
Yes,0.903514,0.640000,0.222222,0,0,1,0.833333
Yes,0.937361,0.576923,0.130435,0,0,1,0.666667
Yes,0.765454,0.260870,0.062500,0,0,4,0.200000
Yes,0.848663,0.458333,0.250000,0,0,5,0.615385
Yes,0.828090,0.440000,0.190476,0,0,2,0.333333
No,0.662444,0.318182,0.142857,0,0,4,0.333333
No,0.771826,0.281250,0.047619,0,0,15,0.166667
No,0.667113,0.161290,0.111111,0,0,18,0.000000
No,0.754745,0.173913,0.071429,0,0,5,0.444444
Yes,0.805938,0.291667,0.461538,0,0,1,0.666667
Yes,0.848084,0.387097,0.300000,0,0,5,0.444444
No,0.696339,0.250000,0.250000,0,0,6,0.000000
No,0.847850,0.461538,0.095238,0,0,2,0.714286
Yes,0.864217,0.576923,0.315789,0,0,3,0.250000
Yes,0.868255,0.347826,0.133333,0,0,1,0.750000
Yes,0.811043,0.416667,0.080000,0,0,2,0.600000
Yes,0.630961,0.250000,0.000000,0,0,1,0.000000
Yes,0.861847,0.586207,0.555556,0,0,2,0.750000
Yes,0.901232,0.518519,0.125000,0,0,0,1.000000
Yes,0.834366,0.379310,0.095238,1,1,0,1.000000
Yes,0.847679,0.464286,0.095238,0,0,1,0.000000
Yes,0.680368,0.400000,0.142857,0,0,1,0.666667
Yes,0.742292,0.312500,0.333333,0,0,0,1.000000
Yes,0.900742,0.562500,0.000000,0,0,3,0.400000
Yes,0.843241,0.551724,0.000000,0,0,1,0.800000
No,0.698198,0.241379,0.200000,0,0,5,0.375000
No,0.700778,0.300000,0.363636,0,0,0,1.000000
No,0.631590,0.208333,0.294118,0,0,3,0.000000
Yes,0.807918,0.500000,0.142857,0,0,0,1.000000
Yes,0.896834,0.607143,0.350000,0,0,4,0.500000
Yes,0.895629,0.629630,0.250000,0,0,0,1.000000
No,0.610769,0.263158,0.200000,0,0,5,0.285714
No,0.835323,0.531250,0.038462,0,0,3,0.250000
No,0.787879,0.578947,0.117647,0,0,4,0.000000
Yes,0.809190,0.500000,0.384615,0,0,0,1.000000
Yes,0.761548,0.343750,0.086957,0,0,3,0.500000
Yes,0.954013,0.520000,0.173913,0,0,0,1.000000
No,0.765078,0.304348,0.000000,0,0,4,0.333333
Yes,0.844558,0.350000,0.235294,0,0,3,0.400000
Yes,0.898320,0.323529,0.142857,0,0,4,0.600000
Yes,0.889526,0.500000,0.040000,0,0,9,0.500000
No,0.818041,0.523810,0.111111,0,0,0,1.000000
Yes,0.769187,0.304348,0.277778,0,0,0,1.000000
Yes,0.896591,0.612903,0.260870,0,0,0,1.000000
Yes,0.937152,0.583333,0.095238,0,0,0,1.000000
No,0.765378,0.285714,0.200000,0,0,0,1.000000
Yes,0.774810,0.370370,0.090909,0,0,2,0.500000
No,0.601864,0.250000,0.333333,0,0,3,0.400000
No,0.823322,0.433333,0.222222,0,0,4,0.428571
Yes,0.857865,0.380952,0.285714,0,0,0,1.000000
Yes,0.748394,0.400000,0.100000,0,0,1,0.666667
Yes,0.833608,0.434783,0.166667,0,0,4,0.200000
Yes,0.731332,0.176471,0.222222,0,0,1,0.000000
Yes,0.806553,0.312500,0.300000,0,0,1,0.500000
Yes,0.865542,0.473684,0.000000,0,0,0,1.000000
Yes,0.936908,0.760000,0.000000,0,0,0,1.000000
No,0.733905,0.320000,0.318182,0,0,2,0.500000
No,0.668165,0.192308,0.176471,0,0,17,0.055556
No,0.698891,0.192308,0.062500,0,0,16,0.111111
No,0.822831,0.437500,0.185185,0,0,4,0.200000
No,0.687497,0.291667,0.125000,0,0,4,0.200000
Yes,0.787112,0.458333,0.058824,0,0,0,1.000000
No,0.718036,0.323529,0.185185,0,0,4,0.200000
No,0.709934,0.142857,0.285714,0,0,5,0.000000
No,0.709121,0.230769,0.222222,1,1,1,0.000000
Yes,0.833368,0.458333,0.095238,0,0,0,1.000000
No,0.737721,0.300000,0.071429,1,1,1,0.666667
Yes,0.828155,0.533333,0.230769,0,0,3,0.500000
Yes,0.732915,0.250000,0.125000,1,1,2,0.333333
Yes,0.932701,0.541667,0.352941,0,0,5,0.444444
Yes,0.875260,0.444444,0.136364,0,0,3,0.625000
Yes,0.748293,0.305556,0.148148,0,0,2,0.818182
No,0.687529,0.333333,0.347826,0,0,1,0.000000
No,0.694224,0.285714,0.250000,0,0,1,0.666667
No,0.809372,0.379310,0.411765,0,0,11,0.352941
No,0.760552,0.277778,0.230769,0,0,1,0.500000
Yes,0.826069,0.368421,0.000000,0,0,3,0.250000
Yes,0.731626,0.227273,0.071429,0,0,12,0.200000
No,0.686396,0.086957,0.214286,0,0,6,0.000000
Yes,0.759793,0.444444,0.080000,0,0,3,0.727273
No,0.826212,0.538462,0.280000,0,0,2,0.333333
Yes,0.703650,0.444444,0.166667,0,0,1,0.750000
No,0.790890,0.260870,0.125000,0,0,5,0.545455
Yes,0.747385,0.354839,0.125000,0,0,1,0.833333
Yes,0.804697,0.600000,0.222222,0,0,2,0.500000
No,0.765994,0.437500,0.318182,0,0,2,0.333333
No,0.745586,0.050000,0.000000,0,0,4,0.333333
Yes,0.768163,0.272727,0.250000,0,0,6,0.142857
No,0.751016,0.285714,0.111111,0,0,3,0.400000
Yes,0.971076,0.740741,0.037037,0,0,0,1.000000
Yes,0.705556,0.263158,0.000000,0,0,0,1.000000
Yes,0.851043,0.607143,0.227273,0,0,4,0.555556
Yes,0.780151,0.333333,0.000000,0,0,1,0.000000
No,0.740644,0.368421,0.133333,0,0,2,0.500000
No,0.851641,0.466667,0.200000,1,1,3,0.000000
No,0.765646,0.421053,0.000000,1,1,2,0.600000
Yes,0.802351,0.523810,0.055556,0,0,3,0.250000
No,0.890034,0.571429,0.321429,0,0,0,1.000000
Yes,0.910343,0.740741,0.080000,0,0,2,0.600000
No,0.797878,0.320000,0.062500,0,0,11,0.266667
Yes,0.886962,0.500000,0.400000,1,1,3,0.250000
Yes,0.907576,0.677419,0.035714,0,0,2,0.600000
Yes,0.683495,0.185185,0.357143,0,0,2,0.500000
No,0.722026,0.333333,0.055556,0,0,5,0.285714
Yes,0.708923,0.450000,0.235294,0,0,1,0.000000
Yes,0.818669,0.310345,0.052632,1,1,1,0.800000
No,0.698920,0.275862,0.142857,0,0,3,0.250000
Yes,0.943073,0.750000,0.142857,0,0,1,0.500000
No,0.695922,0.260870,0.000000,0,0,0,1.000000
Yes,0.846959,0.520000,0.437500,0,0,1,0.000000
Yes,0.761414,0.473684,0.250000,0,0,0,1.000000
Yes,0.831379,0.444444,0.043478,0,0,4,0.200000
Yes,0.871990,0.500000,0.238095,0,0,1,0.500000
No,0.751976,0.363636,0.083333,0,0,1,0.800000
Yes,0.876581,0.611111,0.416667,0,0,3,0.250000
Yes,0.915770,0.677419,0.103448,0,0,1,0.666667
Yes,0.846931,0.363636,0.062500,0,0,1,0.500000
No,0.861934,0.448276,0.166667,0,0,0,1.000000
No,0.753205,0.038462,0.200000,1,1,7,0.222222
Yes,0.923740,0.678571,0.080000,0,0,0,1.000000
Yes,0.925859,0.692308,0.083333,0,0,1,0.500000
Yes,0.750002,0.333333,0.000000,0,0,0,1.000000
Yes,0.810973,0.280000,0.357143,0,0,0,1.000000
No,0.648105,0.280000,0.125000,0,0,4,0.333333
Yes,0.861388,0.421053,0.000000,0,0,0,1.000000
No,0.915200,0.652174,0.470588,0,0,6,0.142857
No,0.793449,0.360000,0.428571,0,0,2,0.000000
Yes,0.870971,0.500000,0.142857,0,0,2,0.333333
Yes,0.860761,0.478261,0.142857,0,0,0,1.000000
Yes,0.875137,0.611111,0.066667,0,0,1,0.800000
Yes,0.945242,0.700000,0.294118,0,0,0,1.000000
Yes,0.702629,0.083333,0.200000,0,0,3,0.250000
Yes,0.834709,0.521739,0.000000,0,0,1,0.000000
Yes,0.807069,0.176471,0.250000,0,0,1,0.666667
No,0.705171,0.185185,0.133333,0,0,17,0.105263
Yes,0.844311,0.357143,0.105263,0,0,1,0.666667
Yes,0.774005,0.411765,0.000000,0,0,0,1.000000
Yes,0.898048,0.576923,0.041667,0,0,6,0.250000
Yes,0.862799,0.612903,0.217391,0,0,9,0.000000
No,0.666546,0.173913,0.066667,0,0,0,1.000000
Yes,0.866507,0.466667,0.200000,0,0,1,0.666667
Yes,0.892691,0.666667,0.173913,0,0,0,1.000000
Yes,0.879141,0.400000,0.071429,0,0,0,1.000000
Yes,0.782833,0.416667,0.125000,0,0,13,0.187500
No,0.694478,0.190476,0.000000,0,0,0,1.000000
Yes,0.800829,0.451613,0.040000,0,0,4,0.555556
No,0.888941,0.653846,0.125000,0,0,1,0.833333
Yes,0.919845,0.740741,0.035714,0,0,2,0.666667
No,0.792804,0.444444,0.173913,0,0,2,0.000000
Yes,0.777399,0.538462,0.130435,0,0,0,1.000000
Yes,0.835585,0.384615,0.200000,0,0,1,0.750000
Yes,0.877106,0.437500,0.153846,0,0,2,0.000000
Yes,0.675695,0.375000,0.533333,0,0,1,0.000000
Yes,0.844335,0.393939,0.153846,0,0,7,0.300000
No,0.751280,0.392857,0.260870,0,0,1,0.857143
Yes,0.819042,0.406250,0.368421,0,0,4,0.200000
Yes,0.780925,0.275862,0.150000,0,0,16,0.200000
Yes,0.779241,0.292683,0.037037,1,1,9,0.307692
Yes,0.857112,0.642857,0.083333,0,0,1,0.500000
No,0.759067,0.260870,0.230769,0,0,15,0.117647
Yes,0.715574,0.333333,0.666667,0,0,2,0.750000
No,0.785656,0.130435,0.000000,0,0,6,0.454545
No,0.820552,0.342857,0.000000,0,0,4,0.000000
Yes,0.940682,0.391304,0.157895,0,0,1,0.833333
Yes,0.713187,0.409091,0.000000,0,0,1,0.666667
Yes,0.771444,0.321429,0.190476,0,0,3,0.500000
No,0.821931,0.424242,0.153846,0,0,1,0.857143
Yes,0.864862,0.347826,0.277778,0,0,0,1.000000
Yes,0.776335,0.464286,0.346154,0,0,0,1.000000
Yes,0.920402,0.687500,0.076923,0,0,2,0.000000
No,0.725742,0.240000,0.214286,0,0,16,0.111111
Yes,0.643126,0.250000,0.307692,0,0,3,0.000000
No,0.775257,0.363636,0.235294,0,0,1,0.500000
Yes,0.874097,0.441176,0.040000,0,0,1,0.666667
Yes,0.573376,0.190476,0.214286,0,0,3,0.000000
Yes,0.876186,0.600000,0.107143,0,0,2,0.500000
Yes,0.845235,0.448276,0.200000,0,0,3,0.250000
No,0.680965,0.250000,0.307692,1,1,2,0.000000
Yes,0.760877,0.333333,0.153846,0,0,2,0.666667
No,0.823290,0.285714,0.043478,0,0,7,0.222222
No,0.808043,0.500000,0.333333,0,0,2,0.000000
Yes,0.890338,0.535714,0.269231,0,0,2,0.777778
Yes,0.876992,0.576923,0.269231,0,0,1,0.000000
No,0.744190,0.272727,0.153846,0,0,17,0.105263
Yes,0.865058,0.517241,0.296296,0,0,1,0.875000
No,0.812609,0.250000,0.142857,0,0,2,0.714286
Yes,0.816835,0.236842,0.035714,0,0,6,0.250000
No,0.855008,0.548387,0.227273,1,1,1,0.875000
Yes,0.797563,0.500000,0.052632,0,0,3,0.500000
No,0.784942,0.423077,0.411765,1,1,0,1.000000
Yes,0.926147,0.652174,0.047619,0,0,0,1.000000
Yes,0.767966,0.476190,0.176471,0,0,3,0.000000
Yes,0.867789,0.520000,0.222222,0,0,3,0.500000
No,0.754205,0.400000,0.153846,0,0,1,0.666667
Yes,0.889401,0.600000,0.260870,0,0,0,1.000000
No,0.715191,0.238095,0.333333,0,0,5,0.285714
Yes,0.887968,0.565217,0.222222,0,0,0,1.000000
Yes,0.931504,0.758621,0.172414,0,0,3,0.000000
No,0.713388,0.350000,0.333333,1,1,2,0.666667
Yes,0.839866,0.379310,0.095238,0,0,5,0.666667
Yes,0.864802,0.633333,0.142857,0,0,0,1.000000
Yes,0.868778,0.583333,0.111111,0,0,1,0.800000
No,0.751817,0.269231,0.055556,0,0,7,0.125000
Yes,0.837019,0.320000,0.266667,0,0,7,0.562500
No,0.891711,0.555556,0.400000,0,0,2,0.600000
Yes,0.915691,0.629630,0.200000,0,0,1,0.900000
Yes,0.876043,0.521739,0.150000,0,0,2,0.000000
No,0.753481,0.250000,0.125000,0,0,17,0.105263
No,0.784446,0.379310,0.217391,0,0,1,0.875000
Yes,0.875268,0.413793,0.280000,0,0,5,0.545455
Yes,0.758982,0.217391,0.250000,0,0,5,0.615385
No,0.821875,0.409091,0.062500,0,0,1,0.750000
Yes,0.858625,0.400000,0.500000,0,0,3,0.400000
Yes,0.796816,0.444444,0.166667,0,0,0,1.000000
Yes,0.716709,0.391304,0.272727,0,0,0,1.000000
No,0.859805,0.428571,0.210526,0,0,3,0.500000
No,0.857487,0.608696,0.260870,0,0,4,0.428571
Yes,0.886976,0.615385,0.173913,0,0,3,0.666667
Yes,0.772300,0.352941,0.428571,0,0,2,0.333333
Yes,0.653764,0.294118,0.200000,0,0,0,1.000000
No,0.870203,0.533333,0.137931,0,0,5,0.375000
Yes,0.871080,0.566667,0.222222,0,0,2,0.500000
Yes,0.734784,0.363636,0.315789,0,0,1,0.500000
Yes,0.841875,0.566667,0.192308,0,0,5,0.444444
Yes,0.801096,0.483871,0.421053,0,0,7,0.222222
Yes,0.805699,0.434783,0.105263,0,0,6,0.250000
Yes,0.875775,0.625000,0.277778,0,0,4,0.636364
Yes,0.825837,0.444444,0.363636,0,0,2,0.500000
Yes,0.829429,0.363636,0.000000,0,0,0,1.000000
Yes,0.886677,0.583333,0.166667,0,0,3,0.500000
Yes,0.636660,0.173913,0.076923,1,1,5,0.166667
No,0.784741,0.352941,0.090909,0,0,16,0.000000
Yes,0.874294,0.608696,0.500000,0,0,4,0.200000
Yes,0.868987,0.600000,0.210526,0,0,1,0.500000
No,0.807665,0.457143,0.071429,0,0,4,0.428571
Yes,0.750124,0.421053,0.133333,0,0,3,0.000000
Yes,0.747666,0.360000,0.058824,0,0,9,0.181818
Yes,0.918382,0.680000,0.086957,0,0,1,0.800000
Yes,0.763384,0.272727,0.142857,0,0,4,0.000000
Yes,0.888885,0.500000,0.142857,0,0,2,0.818182
Yes,0.903079,0.550000,0.380952,0,0,0,1.000000
Yes,0.830639,0.384615,0.210526,0,0,1,0.500000
Yes,0.823027,0.413793,0.107143,0,0,6,0.000000
Yes,0.650685,0.157895,0.230769,0,0,2,0.000000
Yes,0.756635,0.357143,0.277778,0,0,5,0.285714
Yes,0.786204,0.150000,0.090909,0,0,3,0.571429
Yes,0.882054,0.406250,0.083333,0,0,7,0.461538
Yes,0.960935,0.750000,0.111111,0,0,0,1.000000
Yes,0.893597,0.629630,0.142857,0,0,1,0.750000
Yes,0.804226,0.482759,0.130435,0,0,5,0.444444
No,0.770109,0.440000,0.200000,0,0,0,1.000000
No,0.791467,0.305556,0.107143,0,0,5,0.500000
No,0.765583,0.208333,0.500000,0,0,3,0.400000
Yes,0.828106,0.400000,0.173913,0,0,1,0.857143
No,0.792508,0.304348,0.235294,0,0,11,0.000000
No,0.823794,0.441176,0.000000,0,0,3,0.666667
Yes,0.899852,0.612903,0.074074,0,0,0,1.000000
No,0.553911,0.260870,0.500000,0,0,4,0.500000
No,0.604940,0.200000,0.200000,0,0,1,0.800000
Yes,0.957277,0.666667,0.000000,0,0,0,1.000000
Yes,0.896587,0.680000,0.333333,0,0,0,1.000000
Yes,0.862113,0.478261,0.157895,0,0,1,0.000000
Yes,0.850365,0.550000,0.384615,0,0,2,0.600000
Yes,0.915411,0.714286,0.137931,0,0,0,1.000000
Yes,0.870459,0.500000,0.000000,0,0,5,0.285714
Yes,0.939383,0.434783,0.263158,0,0,1,0.800000
Yes,0.732888,0.375000,0.187500,0,0,6,0.000000
Yes,0.936666,0.571429,0.071429,0,0,1,0.857143
Yes,0.803012,0.636364,0.200000,0,0,8,0.111111
No,0.831123,0.433333,0.142857,0,0,6,0.538462
Yes,0.778076,0.307692,0.000000,0,0,14,0.000000
Yes,0.822010,0.551724,0.333333,0,0,7,0.363636
Yes,0.815358,0.370370,0.050000,0,0,2,0.666667
Yes,0.676096,0.303030,0.136364,0,0,4,0.666667
Yes,0.965655,0.500000,0.071429,0,0,0,1.000000
Yes,0.882455,0.526316,0.062500,0,0,1,0.500000
Yes,0.782600,0.285714,0.318182,0,0,7,0.416667
Yes,0.919565,0.517241,0.238095,0,0,4,0.333333
No,0.864191,0.535714,0.315789,0,0,1,0.916667
No,0.806127,0.255814,0.000000,0,0,0,1.000000
No,0.548251,0.111111,0.181818,1,1,6,0.250000
Yes,0.852884,0.600000,0.120000,0,0,1,0.800000
Yes,0.779361,0.321429,0.272727,0,0,6,0.142857
Yes,0.785392,0.400000,0.235294,0,0,9,0.100000
No,0.669914,0.296296,0.000000,1,1,3,0.571429
Yes,0.927643,0.758621,0.071429,0,0,1,0.666667
Yes,0.757193,0.409091,0.222222,0,0,1,0.800000
Yes,0.816416,0.468750,0.173913,0,0,3,0.000000
No,0.736514,0.333333,0.083333,0,0,3,0.000000
No,0.895830,0.575758,0.166667,0,0,2,0.666667
Yes,0.890233,0.478261,0.266667,0,0,1,0.857143
Yes,0.937302,0.700000,0.120000,0,0,0,1.000000
Yes,0.679033,0.294118,0.200000,0,0,0,1.000000
Yes,0.870035,0.200000,0.266667,0,0,1,0.800000
Yes,0.864767,0.529412,0.000000,0,0,3,0.500000
Yes,0.807331,0.268293,0.076923,0,0,2,0.666667
Yes,0.763075,0.379310,0.125000,0,0,2,0.000000
Yes,0.868069,0.360000,0.266667,0,0,3,0.750000
Yes,0.903401,0.739130,0.095238,0,0,1,0.750000
Yes,0.752142,0.304348,0.333333,0,0,1,0.666667
Yes,0.796444,0.366667,0.000000,0,0,2,0.500000
Yes,0.774554,0.222222,0.300000,0,0,0,1.000000
Yes,0.819804,0.560000,0.166667,0,0,2,0.500000
No,0.758824,0.259259,0.181818,0,0,3,0.625000
Yes,0.875250,0.619048,0.266667,0,0,0,1.000000
No,0.762327,0.318182,0.416667,0,0,1,0.750000
Yes,0.834151,0.480000,0.130435,0,0,2,0.600000
Yes,0.593621,0.210526,0.300000,0,0,2,0.333333
Yes,0.889546,0.703704,0.037037,0,0,1,0.800000
Yes,0.911258,0.448276,0.263158,0,0,0,1.000000
No,0.860369,0.607143,0.120000,0,0,0,1.000000
Yes,0.792214,0.526316,0.066667,0,0,3,0.400000
Yes,0.919977,0.708333,0.160000,0,0,0,1.000000
Yes,0.785842,0.400000,0.250000,0,0,0,1.000000
No,0.649867,0.214286,0.428571,0,0,1,0.750000
Yes,0.768704,0.409091,0.166667,0,0,4,0.333333
Yes,0.933819,0.636364,0.272727,0,0,1,0.900000
Yes,0.738684,0.400000,0.250000,0,0,2,0.600000
No,0.797128,0.458333,0.055556,0,0,1,0.000000
Yes,0.868775,0.500000,0.277778,0,0,0,1.000000
No,0.724409,0.333333,0.416667,0,0,3,0.000000
No,0.664004,0.363636,0.133333,0,0,6,0.400000
No,0.905482,0.481481,0.357143,0,0,2,0.750000
Yes,0.842289,0.394737,0.066667,0,0,6,0.142857
Yes,0.839288,0.432432,0.035714,0,0,4,0.636364
Yes,0.840439,0.520000,0.500000,0,0,4,0.428571
No,0.631194,0.368421,0.133333,0,0,4,0.428571
Yes,0.858576,0.407407,0.105263,0,0,1,0.666667
Yes,0.722123,0.347826,0.062500,0,0,2,0.000000
Yes,0.845010,0.571429,0.041667,1,1,0,1.000000
Yes,0.810286,0.578947,0.062500,0,0,4,0.333333
Yes,0.922798,0.653846,0.043478,0,0,0,1.000000
Yes,0.798325,0.500000,0.136364,0,0,4,0.333333
Yes,0.908289,0.571429,0.111111,0,0,2,0.000000
Yes,0.941548,0.833333,0.083333,0,0,0,1.000000
Yes,0.951478,0.636364,0.000000,0,0,0,1.000000
No,0.821433,0.192308,0.176471,0,0,7,0.300000
Yes,0.717437,0.333333,0.250000,0,0,1,0.000000
Yes,0.858181,0.500000,0.200000,0,0,1,0.750000
No,0.840769,0.454545,0.272727,0,0,4,0.555556
Yes,0.945801,0.633333,0.208333,0,0,5,0.444444
Yes,0.724412,0.360000,0.100000,0,0,2,0.500000
Yes,0.867858,0.518519,0.470588,0,0,5,0.545455
No,0.727857,0.181818,0.076923,0,0,1,0.500000
Yes,0.856002,0.645161,0.037037,0,0,4,0.555556
No,0.756724,0.380952,0.133333,0,0,1,0.000000
Yes,0.860681,0.600000,0.050000,1,1,5,0.166667
Yes,0.895932,0.571429,0.263158,0,0,2,0.750000
Yes,0.935873,0.531250,0.173913,0,0,0,1.000000
Yes,0.807018,0.406250,0.350000,0,0,2,0.500000
No,0.816027,0.233333,0.272727,0,0,11,0.266667
Yes,0.814014,0.346154,0.312500,0,0,6,0.500000
Yes,0.827163,0.486486,0.200000,0,0,8,0.333333
Yes,0.834395,0.619048,0.000000,0,0,0,1.000000
Yes,0.946152,0.791667,0.263158,0,0,0,1.000000
Yes,0.960989,0.600000,0.130435,0,0,0,1.000000
Yes,0.854794,0.480000,0.166667,0,0,2,0.500000
Yes,0.737913,0.285714,0.250000,0,0,0,1.000000
Yes,0.877171,0.620690,0.111111,0,0,0,1.000000
No,0.818823,0.400000,0.176471,0,0,3,0.727273
Yes,0.746660,0.318182,0.235294,0,0,0,1.000000
Yes,0.697590,0.181818,0.000000,0,0,1,0.000000
Yes,0.693733,0.300000,0.200000,0,0,0,1.000000
No,0.587185,0.217391,0.000000,0,0,3,0.250000
Yes,0.692665,0.370370,0.055556,0,0,4,0.200000
Yes,0.777005,0.400000,0.333333,0,0,3,0.571429
Yes,0.950224,0.730769,0.090909,0,0,1,0.666667
Yes,0.909240,0.695652,0.095238,0,0,3,0.571429
No,0.730215,0.076923,0.125000,1,1,0,1.000000
Yes,0.915333,0.615385,0.090909,0,0,0,1.000000
Yes,0.907796,0.580645,0.037037,0,0,1,0.833333
Yes,0.711274,0.333333,0.375000,0,0,6,0.333333
Yes,0.908229,0.653846,0.181818,0,0,2,0.000000
Yes,0.828532,0.421053,0.312500,0,0,2,0.500000
Yes,0.860723,0.555556,0.153846,0,0,2,0.500000
Yes,0.905864,0.592593,0.315789,0,0,5,0.375000
Yes,0.677966,0.178571,0.187500,0,0,8,0.200000
Yes,0.623652,0.272727,0.153846,0,0,1,0.500000
Yes,0.762775,0.346154,0.150000,0,0,4,0.200000
Yes,0.843612,0.529412,0.142857,0,0,2,0.500000
Yes,0.896823,0.625000,0.052632,0,0,0,1.000000
No,0.763064,0.413793,0.388889,0,0,2,0.333333
No,0.755776,0.285714,0.312500,0,0,3,0.250000
No,0.608646,0.166667,0.000000,1,1,5,0.166667
Yes,0.861547,0.562500,0.111111,0,0,1,0.857143
Yes,0.827117,0.190476,0.076923,0,0,6,0.250000
No,0.891059,0.619048,0.428571,0,0,0,1.000000
No,0.820402,0.210526,0.250000,0,0,4,0.200000
No,0.651484,0.320000,0.538462,1,1,2,0.600000
Yes,0.730849,0.368421,0.333333,0,0,5,0.500000
No,0.607601,0.166667,0.187500,0,0,3,0.000000
Yes,0.943580,0.560000,0.000000,0,0,2,0.500000
Yes,1.000000,0.681818,0.000000,0,0,0,1.000000
No,0.822284,0.322581,0.095238,0,0,7,0.300000
Yes,0.725156,0.444444,0.200000,0,0,2,0.500000
Yes,0.889897,0.666667,0.041667,0,0,0,1.000000
Yes,0.826023,0.521739,0.111111,0,0,5,0.166667
Yes,0.889784,0.384615,0.000000,0,0,0,1.000000
Yes,0.808359,0.555556,0.100000,0,0,2,0.500000
Yes,0.910241,0.730769,0.192308,0,0,1,0.750000
Yes,0.921694,0.392857,0.105263,0,0,0,1.000000
No,0.884523,0.560000,0.240000,1,1,2,0.333333
Yes,0.891621,0.548387,0.040000,0,0,3,0.666667
No,0.722340,0.350000,0.250000,0,0,2,0.000000
Yes,0.724525,0.352941,0.300000,0,0,2,0.000000
Yes,0.645714,0.375000,0.090909,0,0,0,1.000000
Yes,0.920040,0.740741,0.083333,0,0,1,0.666667
Yes,0.913020,0.642857,0.120000,0,0,4,0.555556
No,0.835826,0.500000,0.076923,0,0,2,0.000000
No,0.758904,0.500000,0.181818,0,0,0,1.000000
